Date,Hospital,Blood Type,Demand
04-01-2024,Shanmuga Hospital,B+,96
05-01-2024,Shanmuga Hospital,B+,87
06-01-2024,Shanmuga Hospital,B+,89
07-01-2024,Shanmuga Hospital,B+,86
08-01-2024,Shanmuga Hospital,B+,97
09-01-2024,Shanmuga Hospital,B+,99
10-01-2024,Shanmuga Hospital,B+,87
11-01-2024,Shanmuga Hospital,B+,86
12-01-2024,Shanmuga Hospital,B+,97
13-01-2024,Shanmuga Hospital,B+,94
14-01-2024,Shanmuga Hospital,B+,86
15-01-2024,Shanmuga Hospital,B+,94
16-01-2024,Shanmuga Hospital,B+,98
17-01-2024,Shanmuga Hospital,B+,99
18-01-2024,Shanmuga Hospital,B+,89
19-01-2024,Shanmuga Hospital,B+,94
20-01-2024,Shanmuga Hospital,B+,100
21-01-2024,Shanmuga Hospital,B+,84
22-01-2024,Shanmuga Hospital,B+,89
23-01-2024,Shanmuga Hospital,B+,83
24-01-2024,Shanmuga Hospital,B+,89
25-01-2024,Shanmuga Hospital,B+,94
26-01-2024,Shanmuga Hospital,B+,94
27-01-2024,Shanmuga Hospital,B+,82
28-01-2024,Shanmuga Hospital,B+,87
29-01-2024,Shanmuga Hospital,B+,100
30-01-2024,Shanmuga Hospital,B+,97
01-01-2024,Shanmuga Hospital,B-,87
02-01-2024,Shanmuga Hospital,B-,80
03-01-2024,Shanmuga Hospital,B-,84
04-01-2024,Shanmuga Hospital,B-,82
05-01-2024,Shanmuga Hospital,B-,84
06-01-2024,Shanmuga Hospital,B-,81
07-01-2024,Shanmuga Hospital,B-,75
08-01-2024,Shanmuga Hospital,B-,77
09-01-2024,Shanmuga Hospital,B-,78
10-01-2024,Shanmuga Hospital,B-,76
11-01-2024,Shanmuga Hospital,B-,82
12-01-2024,Shanmuga Hospital,B-,84
13-01-2024,Shanmuga Hospital,B-,90
14-01-2024,Shanmuga Hospital,B-,81
15-01-2024,Shanmuga Hospital,B-,81
16-01-2024,Shanmuga Hospital,B-,82
17-01-2024,Shanmuga Hospital,B-,78
18-01-2024,Shanmuga Hospital,B-,89
19-01-2024,Shanmuga Hospital,B-,75
20-01-2024,Shanmuga Hospital,B-,73
21-01-2024,Shanmuga Hospital,B-,85
22-01-2024,Shanmuga Hospital,B-,84
23-01-2024,Shanmuga Hospital,B-,83
24-01-2024,Shanmuga Hospital,B-,78
25-01-2024,Shanmuga Hospital,B-,73
26-01-2024,Shanmuga Hospital,B-,84
27-01-2024,Shanmuga Hospital,B-,85
28-01-2024,Shanmuga Hospital,B-,88
29-01-2024,Shanmuga Hospital,B-,80
30-01-2024,Shanmuga Hospital,B-,88
01-01-2024,Shanmuga Hospital,O+,84
02-01-2024,Shanmuga Hospital,O+,74
03-01-2024,Shanmuga Hospital,O+,87
04-01-2024,Shanmuga Hospital,O+,77
05-01-2024,Shanmuga Hospital,O+,90
06-01-2024,Shanmuga Hospital,O+,78
07-01-2024,Shanmuga Hospital,O+,81
08-01-2024,Shanmuga Hospital,O+,80
09-01-2024,Shanmuga Hospital,O+,73
10-01-2024,Shanmuga Hospital,O+,86
11-01-2024,Shanmuga Hospital,O+,76
12-01-2024,Shanmuga Hospital,O+,75
13-01-2024,Shanmuga Hospital,O+,91
14-01-2024,Shanmuga Hospital,O+,75
15-01-2024,Shanmuga Hospital,O+,89
16-01-2024,Shanmuga Hospital,O+,75
17-01-2024,Shanmuga Hospital,O+,88
18-01-2024,Shanmuga Hospital,O+,83
19-01-2024,Shanmuga Hospital,O+,88
20-01-2024,Shanmuga Hospital,O+,81
21-01-2024,Shanmuga Hospital,O+,72
22-01-2024,Shanmuga Hospital,O+,89
23-01-2024,Shanmuga Hospital,O+,89
24-01-2024,Shanmuga Hospital,O+,85
25-01-2024,Shanmuga Hospital,O+,86
26-01-2024,Shanmuga Hospital,O+,83
27-01-2024,Shanmuga Hospital,O+,75
28-01-2024,Shanmuga Hospital,O+,74
29-01-2024,Shanmuga Hospital,O+,91
30-01-2024,Shanmuga Hospital,O+,83
01-01-2024,Shanmuga Hospital,O-,70
02-01-2024,Shanmuga Hospital,O-,75
03-01-2024,Shanmuga Hospital,O-,84
04-01-2024,Shanmuga Hospital,O-,84
05-01-2024,Shanmuga Hospital,O-,88
06-01-2024,Shanmuga Hospital,O-,80
07-01-2024,Shanmuga Hospital,O-,71
08-01-2024,Shanmuga Hospital,O-,83
09-01-2024,Shanmuga Hospital,O-,71
10-01-2024,Shanmuga Hospital,O-,73
11-01-2024,Shanmuga Hospital,O-,86
12-01-2024,Shanmuga Hospital,O-,72
13-01-2024,Shanmuga Hospital,O-,82
14-01-2024,Shanmuga Hospital,O-,78
15-01-2024,Shanmuga Hospital,O-,76
16-01-2024,Shanmuga Hospital,O-,84
17-01-2024,Shanmuga Hospital,O-,80
18-01-2024,Shanmuga Hospital,O-,89
19-01-2024,Shanmuga Hospital,O-,71
20-01-2024,Shanmuga Hospital,O-,84
21-01-2024,Shanmuga Hospital,O-,83
22-01-2024,Shanmuga Hospital,O-,89
23-01-2024,Shanmuga Hospital,O-,80
24-01-2024,Shanmuga Hospital,O-,72
25-01-2024,Shanmuga Hospital,O-,86
26-01-2024,Shanmuga Hospital,O-,81
27-01-2024,Shanmuga Hospital,O-,84
28-01-2024,Shanmuga Hospital,O-,85
29-01-2024,Shanmuga Hospital,O-,74
30-01-2024,Shanmuga Hospital,O-,89
01-01-2024,Shanmuga Hospital,AB+,77
02-01-2024,Shanmuga Hospital,AB+,75
03-01-2024,Shanmuga Hospital,AB+,73
04-01-2024,Shanmuga Hospital,AB+,78
05-01-2024,Shanmuga Hospital,AB+,87
06-01-2024,Shanmuga Hospital,AB+,74
07-01-2024,Shanmuga Hospital,AB+,75
08-01-2024,Shanmuga Hospital,AB+,89
09-01-2024,Shanmuga Hospital,AB+,84
10-01-2024,Shanmuga Hospital,AB+,90
11-01-2024,Shanmuga Hospital,AB+,87
12-01-2024,Shanmuga Hospital,AB+,84
13-01-2024,Shanmuga Hospital,AB+,88
14-01-2024,Shanmuga Hospital,AB+,80
15-01-2024,Shanmuga Hospital,AB+,86
16-01-2024,Shanmuga Hospital,AB+,89
17-01-2024,Shanmuga Hospital,AB+,80
18-01-2024,Shanmuga Hospital,AB+,87
19-01-2024,Shanmuga Hospital,AB+,86
20-01-2024,Shanmuga Hospital,AB+,90
21-01-2024,Shanmuga Hospital,AB+,92
22-01-2024,Shanmuga Hospital,AB+,79
23-01-2024,Shanmuga Hospital,AB+,75
24-01-2024,Shanmuga Hospital,AB+,84
25-01-2024,Shanmuga Hospital,AB+,75
26-01-2024,Shanmuga Hospital,AB+,92
27-01-2024,Shanmuga Hospital,AB+,86
28-01-2024,Shanmuga Hospital,AB+,87
29-01-2024,Shanmuga Hospital,AB+,86
30-01-2024,Shanmuga Hospital,AB+,79
01-01-2024,Shanmuga Hospital,AB-,103
02-01-2024,Shanmuga Hospital,AB-,87
03-01-2024,Shanmuga Hospital,AB-,92
04-01-2024,Shanmuga Hospital,AB-,89
05-01-2024,Shanmuga Hospital,AB-,99
06-01-2024,Shanmuga Hospital,AB-,85
07-01-2024,Shanmuga Hospital,AB-,91
08-01-2024,Shanmuga Hospital,AB-,94
09-01-2024,Shanmuga Hospital,AB-,96
10-01-2024,Shanmuga Hospital,AB-,100
11-01-2024,Shanmuga Hospital,AB-,91
12-01-2024,Shanmuga Hospital,AB-,101
13-01-2024,Shanmuga Hospital,AB-,101
14-01-2024,Shanmuga Hospital,AB-,97
15-01-2024,Shanmuga Hospital,AB-,98
16-01-2024,Shanmuga Hospital,AB-,89
17-01-2024,Shanmuga Hospital,AB-,94
18-01-2024,Shanmuga Hospital,AB-,96
19-01-2024,Shanmuga Hospital,AB-,84
20-01-2024,Shanmuga Hospital,AB-,89
21-01-2024,Shanmuga Hospital,AB-,92
22-01-2024,Shanmuga Hospital,AB-,91
23-01-2024,Shanmuga Hospital,AB-,94
24-01-2024,Shanmuga Hospital,AB-,102
25-01-2024,Shanmuga Hospital,AB-,92
26-01-2024,Shanmuga Hospital,AB-,100
27-01-2024,Shanmuga Hospital,AB-,95
28-01-2024,Shanmuga Hospital,AB-,97
29-01-2024,Shanmuga Hospital,AB-,98
30-01-2024,Shanmuga Hospital,AB-,99
01-01-2024,Adi Hospital,A+,109
02-01-2024,Adi Hospital,A+,119
03-01-2024,Adi Hospital,A+,102
04-01-2024,Adi Hospital,A+,103
05-01-2024,Adi Hospital,A+,102
06-01-2024,Adi Hospital,A+,102
07-01-2024,Adi Hospital,A+,110
08-01-2024,Adi Hospital,A+,114
09-01-2024,Adi Hospital,A+,102
10-01-2024,Adi Hospital,A+,114
11-01-2024,Adi Hospital,A+,121
12-01-2024,Adi Hospital,A+,108
13-01-2024,Adi Hospital,A+,103
14-01-2024,Adi Hospital,A+,107
15-01-2024,Adi Hospital,A+,108
16-01-2024,Adi Hospital,A+,115
17-01-2024,Adi Hospital,A+,119
18-01-2024,Adi Hospital,A+,116
19-01-2024,Adi Hospital,A+,103
20-01-2024,Adi Hospital,A+,111
21-01-2024,Adi Hospital,A+,113
22-01-2024,Adi Hospital,A+,118
23-01-2024,Adi Hospital,A+,109
24-01-2024,Adi Hospital,A+,112
25-01-2024,Adi Hospital,A+,104
26-01-2024,Adi Hospital,A+,107
27-01-2024,Adi Hospital,A+,110
28-01-2024,Adi Hospital,A+,107
29-01-2024,Adi Hospital,A+,110
30-01-2024,Adi Hospital,A+,108
01-01-2024,Adi Hospital,A-,100
02-01-2024,Adi Hospital,A-,100
03-01-2024,Adi Hospital,A-,110
04-01-2024,Adi Hospital,A-,112
05-01-2024,Adi Hospital,A-,107
06-01-2024,Adi Hospital,A-,99
07-01-2024,Adi Hospital,A-,103
08-01-2024,Adi Hospital,A-,112
09-01-2024,Adi Hospital,A-,108
10-01-2024,Adi Hospital,A-,96
11-01-2024,Adi Hospital,A-,98
12-01-2024,Adi Hospital,A-,95
13-01-2024,Adi Hospital,A-,101
14-01-2024,Adi Hospital,A-,102
15-01-2024,Adi Hospital,A-,106
16-01-2024,Adi Hospital,A-,103
17-01-2024,Adi Hospital,A-,110
18-01-2024,Adi Hospital,A-,104
19-01-2024,Adi Hospital,A-,104
20-01-2024,Adi Hospital,A-,105
21-01-2024,Adi Hospital,A-,105
22-01-2024,Adi Hospital,A-,111
23-01-2024,Adi Hospital,A-,111
24-01-2024,Adi Hospital,A-,106
25-01-2024,Adi Hospital,A-,96
26-01-2024,Adi Hospital,A-,105
27-01-2024,Adi Hospital,A-,100
28-01-2024,Adi Hospital,A-,111
29-01-2024,Adi Hospital,A-,104
30-01-2024,Adi Hospital,A-,110
01-01-2024,Adi Hospital,B+,94
02-01-2024,Adi Hospital,B+,98
03-01-2024,Adi Hospital,B+,92
04-01-2024,Adi Hospital,B+,99
05-01-2024,Adi Hospital,B+,108
06-01-2024,Adi Hospital,B+,92
07-01-2024,Adi Hospital,B+,104
08-01-2024,Adi Hospital,B+,90
09-01-2024,Adi Hospital,B+,96
10-01-2024,Adi Hospital,B+,101
11-01-2024,Adi Hospital,B+,106
12-01-2024,Adi Hospital,B+,109
13-01-2024,Adi Hospital,B+,94
14-01-2024,Adi Hospital,B+,93
15-01-2024,Adi Hospital,B+,101
16-01-2024,Adi Hospital,B+,109
17-01-2024,Adi Hospital,B+,107
18-01-2024,Adi Hospital,B+,106
19-01-2024,Adi Hospital,B+,108
20-01-2024,Adi Hospital,B+,98
21-01-2024,Adi Hospital,B+,93
22-01-2024,Adi Hospital,B+,91
23-01-2024,Adi Hospital,B+,93
24-01-2024,Adi Hospital,B+,91
25-01-2024,Adi Hospital,B+,104
26-01-2024,Adi Hospital,B+,91
27-01-2024,Adi Hospital,B+,93
28-01-2024,Adi Hospital,B+,95
29-01-2024,Adi Hospital,B+,96
30-01-2024,Adi Hospital,B+,99
01-01-2024,Adi Hospital,B-,114
02-01-2024,Adi Hospital,B-,105
03-01-2024,Adi Hospital,B-,115
04-01-2024,Adi Hospital,B-,120
05-01-2024,Adi Hospital,B-,110
06-01-2024,Adi Hospital,B-,117
07-01-2024,Adi Hospital,B-,103
08-01-2024,Adi Hospital,B-,105
09-01-2024,Adi Hospital,B-,110
10-01-2024,Adi Hospital,B-,106
11-01-2024,Adi Hospital,B-,118
12-01-2024,Adi Hospital,B-,112
13-01-2024,Adi Hospital,B-,114
14-01-2024,Adi Hospital,B-,116
15-01-2024,Adi Hospital,B-,116
16-01-2024,Adi Hospital,B-,104
17-01-2024,Adi Hospital,B-,107
18-01-2024,Adi Hospital,B-,107
19-01-2024,Adi Hospital,B-,108
20-01-2024,Adi Hospital,B-,115
21-01-2024,Adi Hospital,B-,111
22-01-2024,Adi Hospital,B-,117
23-01-2024,Adi Hospital,B-,116
24-01-2024,Adi Hospital,B-,109
25-01-2024,Adi Hospital,B-,122
26-01-2024,Adi Hospital,B-,104
27-01-2024,Adi Hospital,B-,109
28-01-2024,Adi Hospital,B-,108
29-01-2024,Adi Hospital,B-,119
30-01-2024,Adi Hospital,B-,104
01-01-2024,Adi Hospital,O+,87
02-01-2024,Adi Hospital,O+,94
03-01-2024,Adi Hospital,O+,98
04-01-2024,Adi Hospital,O+,90
05-01-2024,Adi Hospital,O+,99
06-01-2024,Adi Hospital,O+,101
07-01-2024,Adi Hospital,O+,97
08-01-2024,Adi Hospital,O+,96
09-01-2024,Adi Hospital,O+,89
10-01-2024,Adi Hospital,O+,100
11-01-2024,Adi Hospital,O+,102
12-01-2024,Adi Hospital,O+,96
13-01-2024,Adi Hospital,O+,96
14-01-2024,Adi Hospital,O+,98
15-01-2024,Adi Hospital,O+,95
16-01-2024,Adi Hospital,O+,87
17-01-2024,Adi Hospital,O+,91
18-01-2024,Adi Hospital,O+,106
19-01-2024,Adi Hospital,O+,94
20-01-2024,Adi Hospital,O+,97
21-01-2024,Adi Hospital,O+,98
22-01-2024,Adi Hospital,O+,87
23-01-2024,Adi Hospital,O+,106
24-01-2024,Adi Hospital,O+,97
25-01-2024,Adi Hospital,O+,91
26-01-2024,Adi Hospital,O+,101
27-01-2024,Adi Hospital,O+,91
28-01-2024,Adi Hospital,O+,98
29-01-2024,Adi Hospital,O+,91
30-01-2024,Adi Hospital,O+,103
01-01-2024,Adi Hospital,O-,116
02-01-2024,Adi Hospital,O-,116
03-01-2024,Adi Hospital,O-,107
04-01-2024,Adi Hospital,O-,113
05-01-2024,Adi Hospital,O-,121
06-01-2024,Adi Hospital,O-,119
07-01-2024,Adi Hospital,O-,115
08-01-2024,Adi Hospital,O-,103
09-01-2024,Adi Hospital,O-,110
10-01-2024,Adi Hospital,O-,106
11-01-2024,Adi Hospital,O-,121
12-01-2024,Adi Hospital,O-,102
13-01-2024,Adi Hospital,O-,104
14-01-2024,Adi Hospital,O-,107
15-01-2024,Adi Hospital,O-,106
16-01-2024,Adi Hospital,O-,106
17-01-2024,Adi Hospital,O-,102
18-01-2024,Adi Hospital,O-,118
19-01-2024,Adi Hospital,O-,120
20-01-2024,Adi Hospital,O-,115
21-01-2024,Adi Hospital,O-,113
22-01-2024,Adi Hospital,O-,111
23-01-2024,Adi Hospital,O-,121
24-01-2024,Adi Hospital,O-,119
25-01-2024,Adi Hospital,O-,112
26-01-2024,Adi Hospital,O-,103
27-01-2024,Adi Hospital,O-,119
28-01-2024,Adi Hospital,O-,108
29-01-2024,Adi Hospital,O-,116
30-01-2024,Adi Hospital,O-,112
01-01-2024,Adi Hospital,AB+,105
02-01-2024,Adi Hospital,AB+,119
03-01-2024,Adi Hospital,AB+,112
04-01-2024,Adi Hospital,AB+,119
05-01-2024,Adi Hospital,AB+,115
06-01-2024,Adi Hospital,AB+,117
07-01-2024,Adi Hospital,AB+,109
08-01-2024,Adi Hospital,AB+,107
09-01-2024,Adi Hospital,AB+,117
10-01-2024,Adi Hospital,AB+,100
11-01-2024,Adi Hospital,AB+,107
12-01-2024,Adi Hospital,AB+,105
13-01-2024,Adi Hospital,AB+,104
14-01-2024,Adi Hospital,AB+,114
15-01-2024,Adi Hospital,AB+,114
16-01-2024,Adi Hospital,AB+,101
17-01-2024,Adi Hospital,AB+,100
18-01-2024,Adi Hospital,AB+,110
19-01-2024,Adi Hospital,AB+,109
20-01-2024,Adi Hospital,AB+,117
21-01-2024,Adi Hospital,AB+,117
22-01-2024,Adi Hospital,AB+,116
23-01-2024,Adi Hospital,AB+,107
24-01-2024,Adi Hospital,AB+,114
25-01-2024,Adi Hospital,AB+,107
26-01-2024,Adi Hospital,AB+,116
27-01-2024,Adi Hospital,AB+,111
28-01-2024,Adi Hospital,AB+,107
29-01-2024,Adi Hospital,AB+,113
30-01-2024,Adi Hospital,AB+,103
01-01-2024,Adi Hospital,AB-,100
02-01-2024,Adi Hospital,AB-,98
03-01-2024,Adi Hospital,AB-,100
04-01-2024,Adi Hospital,AB-,89
05-01-2024,Adi Hospital,AB-,93
06-01-2024,Adi Hospital,AB-,86
07-01-2024,Adi Hospital,AB-,102
08-01-2024,Adi Hospital,AB-,90
09-01-2024,Adi Hospital,AB-,93
10-01-2024,Adi Hospital,AB-,85
11-01-2024,Adi Hospital,AB-,93
12-01-2024,Adi Hospital,AB-,100
13-01-2024,Adi Hospital,AB-,97
14-01-2024,Adi Hospital,AB-,93
15-01-2024,Adi Hospital,AB-,97
16-01-2024,Adi Hospital,AB-,93
17-01-2024,Adi Hospital,AB-,95
18-01-2024,Adi Hospital,AB-,88
19-01-2024,Adi Hospital,AB-,86
20-01-2024,Adi Hospital,AB-,90
21-01-2024,Adi Hospital,AB-,98
22-01-2024,Adi Hospital,AB-,88
23-01-2024,Adi Hospital,AB-,90
24-01-2024,Adi Hospital,AB-,103
25-01-2024,Adi Hospital,AB-,90
26-01-2024,Adi Hospital,AB-,86
27-01-2024,Adi Hospital,AB-,102
28-01-2024,Adi Hospital,AB-,97
29-01-2024,Adi Hospital,AB-,93
30-01-2024,Adi Hospital,AB-,103
01-01-2024,Sri Venkateshwara Hospital,A+,154
02-01-2024,Sri Venkateshwara Hospital,A+,162
03-01-2024,Sri Venkateshwara Hospital,A+,148
04-01-2024,Sri Venkateshwara Hospital,A+,159
05-01-2024,Sri Venkateshwara Hospital,A+,154
06-01-2024,Sri Venkateshwara Hospital,A+,162
07-01-2024,Sri Venkateshwara Hospital,A+,166
08-01-2024,Sri Venkateshwara Hospital,A+,148
09-01-2024,Sri Venkateshwara Hospital,A+,164
10-01-2024,Sri Venkateshwara Hospital,A+,164
11-01-2024,Sri Venkateshwara Hospital,A+,150
12-01-2024,Sri Venkateshwara Hospital,A+,159
13-01-2024,Sri Venkateshwara Hospital,A+,153
14-01-2024,Sri Venkateshwara Hospital,A+,158
15-01-2024,Sri Venkateshwara Hospital,A+,150
16-01-2024,Sri Venkateshwara Hospital,A+,155
17-01-2024,Sri Venkateshwara Hospital,A+,161
18-01-2024,Sri Venkateshwara Hospital,A+,161
19-01-2024,Sri Venkateshwara Hospital,A+,157
20-01-2024,Sri Venkateshwara Hospital,A+,149
21-01-2024,Sri Venkateshwara Hospital,A+,161
22-01-2024,Sri Venkateshwara Hospital,A+,156
23-01-2024,Sri Venkateshwara Hospital,A+,150
24-01-2024,Sri Venkateshwara Hospital,A+,155
25-01-2024,Sri Venkateshwara Hospital,A+,163
26-01-2024,Sri Venkateshwara Hospital,A+,149
27-01-2024,Sri Venkateshwara Hospital,A+,153
28-01-2024,Sri Venkateshwara Hospital,A+,159
29-01-2024,Sri Venkateshwara Hospital,A+,152
30-01-2024,Sri Venkateshwara Hospital,A+,149
01-01-2024,Sri Venkateshwara Hospital,A-,167
02-01-2024,Sri Venkateshwara Hospital,A-,159
03-01-2024,Sri Venkateshwara Hospital,A-,170
04-01-2024,Sri Venkateshwara Hospital,A-,166
05-01-2024,Sri Venkateshwara Hospital,A-,171
06-01-2024,Sri Venkateshwara Hospital,A-,161
07-01-2024,Sri Venkateshwara Hospital,A-,169
08-01-2024,Sri Venkateshwara Hospital,A-,173
09-01-2024,Sri Venkateshwara Hospital,A-,167
10-01-2024,Sri Venkateshwara Hospital,A-,166
11-01-2024,Sri Venkateshwara Hospital,A-,168
12-01-2024,Sri Venkateshwara Hospital,A-,166
13-01-2024,Sri Venkateshwara Hospital,A-,171
14-01-2024,Sri Venkateshwara Hospital,A-,170
15-01-2024,Sri Venkateshwara Hospital,A-,170
16-01-2024,Sri Venkateshwara Hospital,A-,159
17-01-2024,Sri Venkateshwara Hospital,A-,166
18-01-2024,Sri Venkateshwara Hospital,A-,174
19-01-2024,Sri Venkateshwara Hospital,A-,170
20-01-2024,Sri Venkateshwara Hospital,A-,159
21-01-2024,Sri Venkateshwara Hospital,A-,168
22-01-2024,Sri Venkateshwara Hospital,A-,174
23-01-2024,Sri Venkateshwara Hospital,A-,157
24-01-2024,Sri Venkateshwara Hospital,A-,169
25-01-2024,Sri Venkateshwara Hospital,A-,159
26-01-2024,Sri Venkateshwara Hospital,A-,171
27-01-2024,Sri Venkateshwara Hospital,A-,175
28-01-2024,Sri Venkateshwara Hospital,A-,169
29-01-2024,Sri Venkateshwara Hospital,A-,170
30-01-2024,Sri Venkateshwara Hospital,A-,158
01-01-2024,Sri Venkateshwara Hospital,B+,148
02-01-2024,Sri Venkateshwara Hospital,B+,162
03-01-2024,Sri Venkateshwara Hospital,B+,146
04-01-2024,Sri Venkateshwara Hospital,B+,161
05-01-2024,Sri Venkateshwara Hospital,B+,157
06-01-2024,Sri Venkateshwara Hospital,B+,148
07-01-2024,Sri Venkateshwara Hospital,B+,155
08-01-2024,Sri Venkateshwara Hospital,B+,151
09-01-2024,Sri Venkateshwara Hospital,B+,156
10-01-2024,Sri Venkateshwara Hospital,B+,154
11-01-2024,Sri Venkateshwara Hospital,B+,151
12-01-2024,Sri Venkateshwara Hospital,B+,157
13-01-2024,Sri Venkateshwara Hospital,B+,151
14-01-2024,Sri Venkateshwara Hospital,B+,161
15-01-2024,Sri Venkateshwara Hospital,B+,154
16-01-2024,Sri Venkateshwara Hospital,B+,154
17-01-2024,Sri Venkateshwara Hospital,B+,148
18-01-2024,Sri Venkateshwara Hospital,B+,164
19-01-2024,Sri Venkateshwara Hospital,B+,148
20-01-2024,Sri Venkateshwara Hospital,B+,151
21-01-2024,Sri Venkateshwara Hospital,B+,145
22-01-2024,Sri Venkateshwara Hospital,B+,156
23-01-2024,Sri Venkateshwara Hospital,B+,157
24-01-2024,Sri Venkateshwara Hospital,B+,154
25-01-2024,Sri Venkateshwara Hospital,B+,159
26-01-2024,Sri Venkateshwara Hospital,B+,157
27-01-2024,Sri Venkateshwara Hospital,B+,153
28-01-2024,Sri Venkateshwara Hospital,B+,153
29-01-2024,Sri Venkateshwara Hospital,B+,159
30-01-2024,Sri Venkateshwara Hospital,B+,154
01-01-2024,Sri Venkateshwara Hospital,B-,168
02-01-2024,Sri Venkateshwara Hospital,B-,169
03-01-2024,Sri Venkateshwara Hospital,B-,157
04-01-2024,Sri Venkateshwara Hospital,B-,156
05-01-2024,Sri Venkateshwara Hospital,B-,170
06-01-2024,Sri Venkateshwara Hospital,B-,171
07-01-2024,Sri Venkateshwara Hospital,B-,156
08-01-2024,Sri Venkateshwara Hospital,B-,159
09-01-2024,Sri Venkateshwara Hospital,B-,162
10-01-2024,Sri Venkateshwara Hospital,B-,170
11-01-2024,Sri Venkateshwara Hospital,B-,171
12-01-2024,Sri Venkateshwara Hospital,B-,156
13-01-2024,Sri Venkateshwara Hospital,B-,162
14-01-2024,Sri Venkateshwara Hospital,B-,153
15-01-2024,Sri Venkateshwara Hospital,B-,170
16-01-2024,Sri Venkateshwara Hospital,B-,157
17-01-2024,Sri Venkateshwara Hospital,B-,167
18-01-2024,Sri Venkateshwara Hospital,B-,169
19-01-2024,Sri Venkateshwara Hospital,B-,155
20-01-2024,Sri Venkateshwara Hospital,B-,164
21-01-2024,Sri Venkateshwara Hospital,B-,154
22-01-2024,Sri Venkateshwara Hospital,B-,153
23-01-2024,Sri Venkateshwara Hospital,B-,169
24-01-2024,Sri Venkateshwara Hospital,B-,168
25-01-2024,Sri Venkateshwara Hospital,B-,157
26-01-2024,Sri Venkateshwara Hospital,B-,167
27-01-2024,Sri Venkateshwara Hospital,B-,155
28-01-2024,Sri Venkateshwara Hospital,B-,159
29-01-2024,Sri Venkateshwara Hospital,B-,163
30-01-2024,Sri Venkateshwara Hospital,B-,162
01-01-2024,Sri Venkateshwara Hospital,O+,148
02-01-2024,Sri Venkateshwara Hospital,O+,149
03-01-2024,Sri Venkateshwara Hospital,O+,153
04-01-2024,Sri Venkateshwara Hospital,O+,164
05-01-2024,Sri Venkateshwara Hospital,O+,149
06-01-2024,Sri Venkateshwara Hospital,O+,156
07-01-2024,Sri Venkateshwara Hospital,O+,153
08-01-2024,Sri Venkateshwara Hospital,O+,155
09-01-2024,Sri Venkateshwara Hospital,O+,163
10-01-2024,Sri Venkateshwara Hospital,O+,157
11-01-2024,Sri Venkateshwara Hospital,O+,153
12-01-2024,Sri Venkateshwara Hospital,O+,160
13-01-2024,Sri Venkateshwara Hospital,O+,165
14-01-2024,Sri Venkateshwara Hospital,O+,150
15-01-2024,Sri Venkateshwara Hospital,O+,152
16-01-2024,Sri Venkateshwara Hospital,O+,156
17-01-2024,Sri Venkateshwara Hospital,O+,153
18-01-2024,Sri Venkateshwara Hospital,O+,159
19-01-2024,Sri Venkateshwara Hospital,O+,160
20-01-2024,Sri Venkateshwara Hospital,O+,150
21-01-2024,Sri Venkateshwara Hospital,O+,154
22-01-2024,Sri Venkateshwara Hospital,O+,151
23-01-2024,Sri Venkateshwara Hospital,O+,147
24-01-2024,Sri Venkateshwara Hospital,O+,150
25-01-2024,Sri Venkateshwara Hospital,O+,149
26-01-2024,Sri Venkateshwara Hospital,O+,155
27-01-2024,Sri Venkateshwara Hospital,O+,154
28-01-2024,Sri Venkateshwara Hospital,O+,147
29-01-2024,Sri Venkateshwara Hospital,O+,152
30-01-2024,Sri Venkateshwara Hospital,O+,155
01-01-2024,Sri Venkateshwara Hospital,O-,157
02-01-2024,Sri Venkateshwara Hospital,O-,142
03-01-2024,Sri Venkateshwara Hospital,O-,145
04-01-2024,Sri Venkateshwara Hospital,O-,152
05-01-2024,Sri Venkateshwara Hospital,O-,148
06-01-2024,Sri Venkateshwara Hospital,O-,146
07-01-2024,Sri Venkateshwara Hospital,O-,148
08-01-2024,Sri Venkateshwara Hospital,O-,158
09-01-2024,Sri Venkateshwara Hospital,O-,143
10-01-2024,Sri Venkateshwara Hospital,O-,152
11-01-2024,Sri Venkateshwara Hospital,O-,143
12-01-2024,Sri Venkateshwara Hospital,O-,146
13-01-2024,Sri Venkateshwara Hospital,O-,142
14-01-2024,Sri Venkateshwara Hospital,O-,152
15-01-2024,Sri Venkateshwara Hospital,O-,142
16-01-2024,Sri Venkateshwara Hospital,O-,146
17-01-2024,Sri Venkateshwara Hospital,O-,157
18-01-2024,Sri Venkateshwara Hospital,O-,143
19-01-2024,Sri Venkateshwara Hospital,O-,142
20-01-2024,Sri Venkateshwara Hospital,O-,160
21-01-2024,Sri Venkateshwara Hospital,O-,148
22-01-2024,Sri Venkateshwara Hospital,O-,152
23-01-2024,Sri Venkateshwara Hospital,O-,144
24-01-2024,Sri Venkateshwara Hospital,O-,145
25-01-2024,Sri Venkateshwara Hospital,O-,153
26-01-2024,Sri Venkateshwara Hospital,O-,155
27-01-2024,Sri Venkateshwara Hospital,O-,156
28-01-2024,Sri Venkateshwara Hospital,O-,150
29-01-2024,Sri Venkateshwara Hospital,O-,156
30-01-2024,Sri Venkateshwara Hospital,O-,152
01-01-2024,Sri Venkateshwara Hospital,AB+,161
02-01-2024,Sri Venkateshwara Hospital,AB+,173
03-01-2024,Sri Venkateshwara Hospital,AB+,156
04-01-2024,Sri Venkateshwara Hospital,AB+,169
